group,t_stat,p_val,baseline_mean,cyber_mean
散户均值,11.169824649853858,0.00036568657683880783,25935.974955555554,21446.915755555554
机构均值,-11.15421714062232,0.000367684238081142,1712616.2253999996,1753005.7581999984
被攻击散户均值,28.0811427137832,9.56818072609155e-06,,6573.406474257963
未被攻击散户均值,-3.152898097870486,0.03441800972413168,25935.974955555554,27072.808568741835
散户基尼系数,-4.925881232755274,0.007896076597283742,0.389916150542411,0.4537792904365441
